best_of,draw_size,loser_age,loser_id,loser_name,loser_rank,loser_rank_points,match_num,round,score,surface,tourney_level,tourney_name,winner_age,winner_id,winner_name,winner_rank,winner_rank_points
3,128,22.64476386,200045,Tara Snyder,74.0,404.0,23,R128,6-0 1-6 10-8,Hard,G,Australian Open,20.76386037,200046,Meghann Shaughnessy,91.0,329.0
3,128,25.51129363,200047,Pavlina Nola,117.0,244.0,24,R128,6-2 6-2,Hard,G,Australian Open,24.35865845,200048,Elena Likhovtseva,18.0,1397.0
3,128,21.69472964,200050,Sandra Kleinova,65.0,501.0,25,R128,6-1 6-1,Hard,G,Australian Open,27.75359343,200049,Conchita Martinez,13.0,1713.0
3,128,25.81245722,200051,Irina Spirlea,40.0,721.0,26,R128,6-4 3-6 6-3,Hard,G,Australian Open,20.20807666,200052,Olga Barabanschikova,75.0,401.0
3,128,24.86516085,200053,Lubomira Bacheva,73.0,425.0,27,R128,6-4 6-4,Hard,G,Australian Open,22.49418207,200054,Sylvia Plischke,33.0,821.0
3,128,23.85215606,200055,Mariana Diaz Oliva,106.0,284.0,28,R128,6-3 6-7(3) 6-4,Hard,G,Australian Open,18.53251198,200056,Jelena Kostanic Tosic,98.0,304.0
3,128,25.40451745,200058,Anna Foldenyi Dicker,115.0,247.0,29,R128,6-1 6-4,Hard,G,Australian Open,27.25804244,200057,Erika De Lone,68.0,470.0
3,128,22.54893908,200060,Tathiana Garbin,114.0,252.0,30,R128,7-5 6-4,Hard,G,Australian Open,27.23066393,200059,Ruxandra Dragomir Ilie,20.0,1247.0
3,128,26.06707734,200061,Gala Leon Garcia,50.0,622.0,31,R128,6-3 6-3,Hard,G,Australian Open,22.80355921,200062,Kristina Brandi,54.0,569.0
3,128,23.42778919,200063,Tatiana Panova,41.0,712.0,32,R128,6-3 6-3,Hard,G,Australian Open,28.23819302,200064,Amanda Coetzer,10.0,1851.0
3,128,25.34702259,200066,Cristina Torrens Valero,52.0,613.0,33,R128,6-1 6-2,Hard,G,Australian Open,20.53661875,200065,Amelie Mauresmo,6.0,2335.0
3,128,21.77960301,200068,Lilia Osterloh,82.0,373.0,34,R128,6-3 6-4,Hard,G,Australian Open,21.09240246,200067,Patty Schnyder,29.0,924.0
3,128,20.48459959,200070,Anne Gaelle Sidot,35.0,799.0,35,R128,6-4 6-2,Hard,G,Australian Open,17.60985626,200069,Nadia Petrova,85.0,342.0
3,128,23.74264203,200071,Lenka Nemeckova,108.0,271.0,36,R128,6-4 7-6(4),Hard,G,Australian Open,20.91444216,200072,Cara Black,42.0,700.0
3,128,25.5742642,200074,Jane Chi,107.0,276.0,37,R128,6-1 6-3,Hard,G,Australian Open,24.19986311,200073,Julie Pullin,174.0,135.0
3,128,23.99726215,200076,Laurence Courtois,80.0,378.0,38,R128,7-6(5) 6-2,Hard,G,Australian Open,25.88364134,200075,Jing Qian Yi,137.0,194.0
3,128,20.97193703,200078,Barbara Schwartz,43.0,697.0,39,R128,6-1 7-6(1),Hard,G,Australian Open,23.80287474,200077,Jennifer Capriati,21.0,1183.0
3,128,16.61054073,200079,Kim Clijsters,34.0,812.0,40,R128,3-6 6-1 6-1,Hard,G,Australian Open,26.63107461,200080,Dominique Monami,16.0,1509.0
3,128,25.11978097,200081,Anke Huber,17.0,1485.0,41,R128,6-4 6-4,Hard,G,Australian Open,26.086242300000002,200082,Kristie Boogert,100.0,297.0
3,128,19.08829569,200083,Alexandra Stevenson,36.0,766.0,42,R128,7-6(6) 6-3,Hard,G,Australian Open,24.58863792,200084,Asa Svensson,59.0,524.0
3,128,24.79671458,200086,Magdalena Maleeva,70.0,468.0,43,R128,7-6(3) 7-6(4),Hard,G,Australian Open,24.53661875,200085,Ai Sugiyama,24.0,1026.0
3,128,25.65639973,200087,Seda Noorlander,83.0,366.0,44,R128,3-6 6-3 6-3,Hard,G,Australian Open,23.55920602,200088,Adriana Gersi,78.0,390.0
3,128,22.67761807,200090,Anca Barna,120.0,236.0,45,R128,6-2 6-2,Hard,G,Australian Open,27.35386721,200089,Miriam Oremans,99.0,303.0
3,128,23.23613963,200091,Janet Lee,94.0,319.0,46,R128,6-4 6-7(6) 7-5,Hard,G,Australian Open,19.41683778,200092,Sandra Nacuk,103.0,289.0
3,128,26.72963723,200094,Barbara Rittner,56.0,551.0,47,R128,1-6 7-5 6-4,Hard,G,Australian Open,21.80971937,200093,Amelie Cocheteux,62.0,512.0
3,128,28.93086927,200095,Linda Wild,190.0,117.0,48,R128,7-5 6-3,Hard,G,Australian Open,25.00479124,200096,Mary Pierce,5.0,2599.0
3,128,21.08966461,200098,Henrieta Nagyova,32.0,826.0,49,R128,6-1 2-6 6-1,Hard,G,Australian Open,32.25188227,200097,Nathalie Tauziat,8.0,2213.0
3,128,23.93155373,200100,Amanda Hopmans,77.0,391.0,50,R128,6-2 3-6 6-1,Hard,G,Australian Open,23.73169062,200099,Sonya Jeyaseelan,145.0,182.0
3,128,17.724846,200102,Melissa Dowse,391.0,32.0,51,R128,6-4 6-7(5) 8-6,Hard,G,Australian Open,23.321013,200101,Jana Kandarr,141.0,191.0
3,128,19.63586585,200103,Evie Dominikovic,154.0,161.0,52,R128,6-7(3) 6-4 6-2,Hard,G,Australian Open,20.60780287,200104,Emilie Loit,97.0,306.0
3,128,28.12594114,200105,Rachel Mcquillan,153.0,162.0,53,R128,6-4 6-3,Hard,G,Australian Open,24.44900753,200106,Angeles Montolio,61.0,515.0
3,128,23.56741958,200107,Paola Suarez,69.0,469.0,54,R128,6-0 3-6 8-6,Hard,G,Australian Open,18.25598905,200108,Elena Dementieva,64.0,508.0
3,128,20.90349076,200109,Nathalie Dechy,25.0,1009.0,55,R128,6-1 3-6 6-1,Hard,G,Australian Open,21.02669405,200110,Fabiola Zuluaga,51.0,619.0
3,128,15.71800137,200111,Lina Krasnoroutskaya,165.0,149.0,56,R128,6-2 6-4,Hard,G,Australian Open,29.35249829,200112,Julie Halard Decugis,11.0,1792.0
3,128,21.45106092,200114,Patricia Wartusch,93.0,325.0,57,R128,6-0 6-0,Hard,G,Australian Open,18.61190965,200113,Anna Kournikova,12.0,1766.0
3,128,19.9890486,200115,Brie Rippner,102.0,295.0,58,R128,6-7(4) 7-5 6-2,Hard,G,Australian Open,28.75564682,200116,Natalia Zvereva,26.0,972.0
3,128,26.32169747,200118,Virginia Ruano Pascual,87.0,333.0,59,R128,6-2 6-1,Hard,G,Australian Open,24.52566735,200117,Kveta Peschke,47.0,660.0
3,128,16.76659822,200120,Jelena Dokic,39.0,726.0,60,R128,6-1 2-6 6-3,Hard,G,Australian Open,21.9247091,200119,Rita Kuti Kis,86.0,337.0
3,128,18.90759754,200122,Tina Pisnik,81.0,377.0,61,R128,2-6 7-6(5) 6-1,Hard,G,Australian Open,22.99520876,200121,Alina Jidkova,122.0,231.0
3,128,24.25188227,200124,Anne Kremer,27.0,934.0,62,R128,6-2 2-6 6-4,Hard,G,Australian Open,19.96440794,200123,Marlene Weingartner,90.0,331.0
3,128,21.97399042,200125,Corina Morariu,37.0,761.0,63,R128,2-6 7-5 6-3,Hard,G,Australian Open,19.56741958,200126,Marissa Gould,130.0,206.0
3,128,24.1779603,200127,Sarah Pitkowski Malcor,38.0,761.0,64,R128,6-3 6-1,Hard,G,Australian Open,23.60848734,200128,Lindsay Davenport,2.0,4709.0
3,128,17.62902122,200003,Justine Henin,63.0,510.0,65,R64,6-3 6-3,Hard,G,Australian Open,19.29637235,200001,Martina Hingis,1.0,6003.0
3,128,26.45859001,200006,Karina Habsudova,53.0,574.0,66,R64,6-2 6-3,Hard,G,Australian Open,18.9705681,200008,Alicia Molik,116.0,245.0
3,128,25.60711841,200012,Jana Nejedly,84.0,347.0,67,R64,7-5 6-4,Hard,G,Australian Open,22.65023956,200009,Tamarine Tanasugarn,72.0,439.0
3,128,26.28884326,200013,Angelica Gavaldon,320.0,52.0,68,R64,6-1 6-2,Hard,G,Australian Open,27.78918549,200016,Sandrine Testud,14.0,1635.0
3,128,26.436687199999998,200020,Lisa Raymond,28.0,926.0,69,R64,6-1 3-6 6-3,Hard,G,Australian Open,28.08213552,200017,Arantxa Sanchez Vicario,15.0,1558.0
3,128,23.52361396,200022,Emmanuelle Gagliardi,71.0,454.0,70,R64,2-6 6-4 6-4,Hard,G,Australian Open,20.10677618,200023,Bryanne Stewart,275.0,68.0
3,128,20.88158795,200027,Magui Serna,46.0,661.0,71,R64,7-6(3) 7-5,Hard,G,Australian Open,28.59958932,200026,Florencia Labat,121.0,235.0
3,128,21.79603012,200030,Miroslava Vavrinec,96.0,311.0,72,R64,6-4 6-4,Hard,G,Australian Open,23.85489391,200032,Barbara Schett,9.0,1968.0
3,128,26.86926762,200036,Nicole Pratt,58.0,534.0,73,R64,7-5 6-1,Hard,G,Australian Open,18.30800821,200033,Serena Williams,4.0,2993.0
3,128,23.91238877,200039,Chanda Rubin,22.0,1151.0,74,R64,6-1 3-6 6-3,Hard,G,Australian Open,27.73716632,200037,Sabine Appelmans,31.0,886.0
3,128,20.93908282,200044,Denisa Chladkova,57.0,542.0,75,R64,2-6 7-5 6-4,Hard,G,Australian Open,29.40999316,200042,Els Callens,89.0,332.0
3,128,20.76386037,200046,Meghann Shaughnessy,91.0,329.0,76,R64,6-3 7-5,Hard,G,Australian Open,24.35865845,200048,Elena Likhovtseva,18.0,1397.0
3,128,20.20807666,200052,Olga Barabanschikova,75.0,401.0,77,R64,6-3 4-6 6-3,Hard,G,Australian Open,27.75359343,200049,Conchita Martinez,13.0,1713.0
3,128,22.49418207,200054,Sylvia Plischke,33.0,821.0,78,R64,6-3 0-6 6-4,Hard,G,Australian Open,18.53251198,200056,Jelena Kostanic Tosic,98.0,304.0
3,128,27.25804244,200057,Erika De Lone,68.0,470.0,79,R64,6-4 5-7 6-0,Hard,G,Australian Open,27.23066393,200059,Ruxandra Dragomir Ilie,20.0,1247.0
3,128,28.23819302,200064,Amanda Coetzer,10.0,1851.0,80,R64,6-1 6-3,Hard,G,Australian Open,22.80355921,200062,Kristina Brandi,54.0,569.0
3,128,20.53661875,200065,Amelie Mauresmo,6.0,2335.0,81,R64,6-4 6-4,Hard,G,Australian Open,21.09240246,200067,Patty Schnyder,29.0,924.0
3,128,20.91444216,200072,Cara Black,42.0,700.0,82,R64,4-6 6-4 6-4,Hard,G,Australian Open,17.60985626,200069,Nadia Petrova,85.0,342.0
3,128,24.19986311,200073,Julie Pullin,174.0,135.0,83,R64,6-3 2-6 9-7,Hard,G,Australian Open,25.88364134,200075,Jing Qian Yi,137.0,194.0
3,128,26.63107461,200080,Dominique Monami,16.0,1509.0,84,R64,6-1 4-6 8-6,Hard,G,Australian Open,23.80287474,200077,Jennifer Capriati,21.0,1183.0
3,128,26.086242300000002,200082,Kristie Boogert,100.0,297.0,85,R64,7-5 6-3,Hard,G,Australian Open,24.58863792,200084,Asa Svensson,59.0,524.0
3,128,23.55920602,200088,Adriana Gersi,78.0,390.0,86,R64,6-1 6-4,Hard,G,Australian Open,24.53661875,200085,Ai Sugiyama,24.0,1026.0
3,128,19.41683778,200092,Sandra Nacuk,103.0,289.0,87,R64,6-3 7-5,Hard,G,Australian Open,27.35386721,200089,Miriam Oremans,99.0,303.0
3,128,21.80971937,200093,Amelie Cocheteux,62.0,512.0,88,R64,6-2 6-2,Hard,G,Australian Open,25.00479124,200096,Mary Pierce,5.0,2599.0
3,128,32.25188227,200097,Nathalie Tauziat,8.0,2213.0,89,R64,7-6(3) 6-4,Hard,G,Australian Open,23.73169062,200099,Sonya Jeyaseelan,145.0,182.0
3,128,20.60780287,200104,Emilie Loit,97.0,306.0,90,R64,1-6 7-5 6-3,Hard,G,Australian Open,23.321013,200101,Jana Kandarr,141.0,191.0
3,128,24.44900753,200106,Angeles Montolio,61.0,515.0,91,R64,6-4 6-3,Hard,G,Australian Open,18.25598905,200108,Elena Dementieva,64.0,508.0
3,128,21.02669405,200110,Fabiola Zuluaga,51.0,619.0,92,R64,6-3 6-3,Hard,G,Australian Open,29.35249829,200112,Julie Halard Decugis,11.0,1792.0
3,128,28.75564682,200116,Natalia Zvereva,26.0,972.0,93,R64,6-1 6-4,Hard,G,Australian Open,18.61190965,200113,Anna Kournikova,12.0,1766.0
3,128,21.9247091,200119,Rita Kuti Kis,86.0,337.0,94,R64,7-6(2) 6-7(5) 6-3,Hard,G,Australian Open,24.52566735,200117,Kveta Peschke,47.0,660.0
3,128,19.96440794,200123,Marlene Weingartner,90.0,331.0,95,R64,7-5 6-3,Hard,G,Australian Open,22.99520876,200121,Alina Jidkova,122.0,231.0
3,128,19.56741958,200126,Marissa Gould,130.0,206.0,96,R64,6-4 7-5,Hard,G,Australian Open,23.60848734,200128,Lindsay Davenport,2.0,4709.0
3,128,18.9705681,200008,Alicia Molik,116.0,245.0,97,R32,6-2 6-3,Hard,G,Australian Open,19.29637235,200001,Martina Hingis,1.0,6003.0
3,128,22.65023956,200009,Tamarine Tanasugarn,72.0,439.0,98,R32,4-6 7-5 6-2,Hard,G,Australian Open,27.78918549,200016,Sandrine Testud,14.0,1635.0
3,128,20.10677618,200023,Bryanne Stewart,275.0,68.0,99,R32,7-5 6-1,Hard,G,Australian Open,28.08213552,200017,Arantxa Sanchez Vicario,15.0,1558.0
3,128,28.59958932,200026,Florencia Labat,121.0,235.0,100,R32,6-1 6-3,Hard,G,Australian Open,23.85489391,200032,Barbara Schett,9.0,1968.0
3,128,27.73716632,200037,Sabine Appelmans,31.0,886.0,101,R32,6-2 7-6(2),Hard,G,Australian Open,18.30800821,200033,Serena Williams,4.0,2993.0
3,128,29.40999316,200042,Els Callens,89.0,332.0,102,R32,5-7 7-6(5) 6-3,Hard,G,Australian Open,24.35865845,200048,Elena Likhovtseva,18.0,1397.0
3,128,18.53251198,200056,Jelena Kostanic Tosic,98.0,304.0,103,R32,6-4 6-4,Hard,G,Australian Open,27.75359343,200049,Conchita Martinez,13.0,1713.0
3,128,27.23066393,200059,Ruxandra Dragomir Ilie,20.0,1247.0,104,R32,6-4 7-6(7),Hard,G,Australian Open,22.80355921,200062,Kristina Brandi,54.0,569.0
3,128,17.60985626,200069,Nadia Petrova,85.0,342.0,105,R32,7-6(6) 4-6 6-2,Hard,G,Australian Open,21.09240246,200067,Patty Schnyder,29.0,924.0
3,128,25.88364134,200075,Jing Qian Yi,137.0,194.0,106,R32,6-4 6-4,Hard,G,Australian Open,23.80287474,200077,Jennifer Capriati,21.0,1183.0
3,128,24.58863792,200084,Asa Svensson,59.0,524.0,107,R32,6-4 4-6 6-3,Hard,G,Australian Open,24.53661875,200085,Ai Sugiyama,24.0,1026.0
3,128,27.35386721,200089,Miriam Oremans,99.0,303.0,108,R32,6-2 6-4,Hard,G,Australian Open,25.00479124,200096,Mary Pierce,5.0,2599.0
3,128,23.73169062,200099,Sonya Jeyaseelan,145.0,182.0,109,R32,6-2 0-6 6-3,Hard,G,Australian Open,23.321013,200101,Jana Kandarr,141.0,191.0
3,128,18.25598905,200108,Elena Dementieva,64.0,508.0,110,R32,3-6 6-4 6-2,Hard,G,Australian Open,29.35249829,200112,Julie Halard Decugis,11.0,1792.0
3,128,24.52566735,200117,Kveta Peschke,47.0,660.0,111,R32,2-6 6-3 6-4,Hard,G,Australian Open,18.61190965,200113,Anna Kournikova,12.0,1766.0
3,128,22.99520876,200121,Alina Jidkova,122.0,231.0,112,R32,6-0 6-1,Hard,G,Australian Open,23.60848734,200128,Lindsay Davenport,2.0,4709.0
3,128,27.78918549,200016,Sandrine Testud,14.0,1635.0,113,R16,6-1 7-6(3),Hard,G,Australian Open,19.29637235,200001,Martina Hingis,1.0,6003.0
3,128,23.85489391,200032,Barbara Schett,9.0,1968.0,114,R16,1-6 6-0 7-5,Hard,G,Australian Open,28.08213552,200017,Arantxa Sanchez Vicario,15.0,1558.0
3,128,18.30800821,200033,Serena Williams,4.0,2993.0,115,R16,6-3 6-3,Hard,G,Australian Open,24.35865845,200048,Elena Likhovtseva,18.0,1397.0
3,128,22.80355921,200062,Kristina Brandi,54.0,569.0,116,R16,6-1 6-1,Hard,G,Australian Open,27.75359343,200049,Conchita Martinez,13.0,1713.0
3,128,21.09240246,200067,Patty Schnyder,29.0,924.0,117,R16,6-3 4-6 6-1,Hard,G,Australian Open,23.80287474,200077,Jennifer Capriati,21.0,1183.0
3,128,25.00479124,200096,Mary Pierce,5.0,2599.0,118,R16,7-5 6-4,Hard,G,Australian Open,24.53661875,200085,Ai Sugiyama,24.0,1026.0
3,128,23.321013,200101,Jana Kandarr,141.0,191.0,119,R16,6-1 3-0 RET,Hard,G,Australian Open,29.35249829,200112,Julie Halard Decugis,11.0,1792.0
3,128,18.61190965,200113,Anna Kournikova,12.0,1766.0,120,R16,6-4 6-3,Hard,G,Australian Open,23.60848734,200128,Lindsay Davenport,2.0,4709.0
3,128,28.08213552,200017,Arantxa Sanchez Vicario,15.0,1558.0,121,QF,6-1 6-1,Hard,G,Australian Open,19.29637235,200001,Martina Hingis,1.0,6003.0
3,128,24.35865845,200048,Elena Likhovtseva,18.0,1397.0,122,QF,6-3 4-6 9-7,Hard,G,Australian Open,27.75359343,200049,Conchita Martinez,13.0,1713.0
3,128,24.53661875,200085,Ai Sugiyama,24.0,1026.0,123,QF,6-0 6-2,Hard,G,Australian Open,23.80287474,200077,Jennifer Capriati,21.0,1183.0
3,128,29.35249829,200112,Julie Halard Decugis,11.0,1792.0,124,QF,6-1 6-2,Hard,G,Australian Open,23.60848734,200128,Lindsay Davenport,2.0,4709.0
3,128,27.75359343,200049,Conchita Martinez,13.0,1713.0,125,SF,6-3 6-2,Hard,G,Australian Open,19.29637235,200001,Martina Hingis,1.0,6003.0
3,128,23.80287474,200077,Jennifer Capriati,21.0,1183.0,126,SF,6-2 7-6(4),Hard,G,Australian Open,23.60848734,200128,Lindsay Davenport,2.0,4709.0
3,128,19.29637235,200001,Martina Hingis,1.0,6003.0,127,F,6-1 7-5,Hard,G,Australian Open,23.60848734,200128,Lindsay Davenport,2.0,4709.0
3,128,28.10130048,200037,Sabine Appelmans,24.0,1045.0,1,R128,6-0 6-4,Clay,G,French Open,19.6605065,200001,Martina Hingis,1.0,5982.0
3,128,27.45242984,200666,Marion Maruska,159.0,159.0,2,R128,1-6 6-3 6-4,Clay,G,French Open,24.02190281,200018,Julia Abe,156.0,165.0
3,128,17.22108145,200764,Elena Bovina,207.0,110.0,3,R128,6-4 6-2,Clay,G,French Open,26.80082136,200020,Lisa Raymond,27.0,965.0
3,128,25.97125257,200012,Jana Nejedly,70.0,477.0,5,R128,6-3 6-4,Clay,G,French Open,21.30321697,200044,Denisa Chladkova,42.0,733.0
3,128,23.86858316,200040,Anna Smashnova,44.0,694.0,6,R128,6-3 6-4,Clay,G,French Open,25.16084873,200086,Magdalena Maleeva,64.0,543.0
3,128,26.82272416,200006,Karina Habsudova,54.0,626.0,7,R128,6-1 6-4,Clay,G,French Open,27.59479808,200059,Ruxandra Dragomir Ilie,32.0,877.0
3,128,29.71663244,200112,Julie Halard Decugis,13.0,1699.0,8,R128,7-5 6-4,Clay,G,French Open,21.12799452,200046,Meghann Shaughnessy,65.0,534.0
3,128,24.1670089,200077,Jennifer Capriati,16.0,1420.0,9,R128,6-3 7-5,Clay,G,French Open,21.3908282,200110,Fabiola Zuluaga,34.0,858.0
3,128,23.79192334,200063,Tatiana Panova,41.0,764.0,10,R128,6-2 6-4,Clay,G,French Open,22.36276523,200015,Petra Mandula,111.0,272.0
3,128,23.93155373,200107,Paola Suarez,45.0,672.0,11,R128,1-6 6-1 6-4,Clay,G,French Open,29.11978097,200116,Natalia Zvereva,40.0,765.0
3,128,20.54483231,200765,Katalin Marosi,105.0,289.0,12,R128,6-3 6-1,Clay,G,French Open,29.77412731,200042,Els Callens,99.0,319.0
3,128,26.73511294,200682,Joannette Kruger,66.0,527.0,13,R128,5-7 6-4 6-1,Clay,G,French Open,27.71800137,200089,Miriam Oremans,89.0,347.0
3,128,19.78097194,200092,Sandra Nacuk,109.0,277.0,14,R128,6-1 7-5,Clay,G,French Open,24.27652293,200039,Chanda Rubin,25.0,1041.0
3,128,19.45242984,200083,Alexandra Stevenson,39.0,777.0,15,R128,7-6(5) 6-2,Clay,G,French Open,28.96372348,200026,Florencia Labat,78.0,405.0
3,128,26.45037645,200082,Kristie Boogert,71.0,463.0,16,R128,6-3 6-3,Clay,G,French Open,32.61601643,200097,Nathalie Tauziat,6.0,2545.0
3,128,22.37097878,200007,Silvija Talaja,18.0,1376.0,17,R128,6-2 6-2,Clay,G,French Open,26.48870637,200652,Monica Seles,3.0,2691.0
3,128,21.45653662,200067,Patty Schnyder,36.0,851.0,18,R128,6-3 6-4,Clay,G,French Open,23.88774812,200022,Emmanuelle Gagliardi,72.0,462.0
3,128,19.29637235,200766,Jennifer Hopkins,110.0,277.0,19,R128,6-2 7-6(6),Clay,G,French Open,22.28884326,200119,Rita Kuti Kis,58.0,606.0
3,128,21.29774127,200767,Holly Parkinson,91.0,345.0,20,R128,4-6 6-4 6-4,Clay,G,French Open,25.76865161,200058,Anna Foldenyi Dicker,132.0,200.0
3,128,19.27173169,200122,Tina Pisnik,67.0,514.0,21,R128,3-6 7-6(3) 6-4,Clay,G,French Open,17.13073238,200120,Jelena Dokic,30.0,911.0
3,128,26.2477755,200075,Jing Qian Yi,93.0,342.0,22,R128,6-3 1-6 8-6,Clay,G,French Open,24.88980151,200117,Kveta Peschke,43.0,713.0
3,128,21.81519507,200114,Patricia Wartusch,73.0,462.0,23,R128,6-0 6-0,Clay,G,French Open,24.81314168,200106,Angeles Montolio,47.0,662.0
3,128,22.14373717,200068,Lilia Osterloh,77.0,412.0,24,R128,6-2 6-3,Clay,G,French Open,20.90075291,200065,Amelie Mauresmo,14.0,1686.0
3,128,26.02053388,200087,Seda Noorlander,100.0,318.0,25,R128,7-6(6) 6-1,Clay,G,French Open,28.15331964,200016,Sandrine Testud,11.0,1869.0
3,128,24.54209446,200127,Sarah Pitkowski Malcor,48.0,658.0,26,R128,7-5 6-3,Clay,G,French Open,25.18548939,200010,Rita Grande,63.0,548.0
3,128,25.71115674,200066,Cristina Torrens Valero,69.0,497.0,27,R128,6-7(4) 7-5 6-4,Clay,G,French Open,22.79534565,200723,Iva Majoli,193.0,121.0
3,128,27.69062286,200041,Amy Frazier,23.0,1145.0,28,R128,6-3 4-6 7-5,Clay,G,French Open,24.95277207,200084,Asa Svensson,53.0,627.0
3,128,25.229295,200053,Lubomira Bacheva,79.0,394.0,29,R128,5-7 7-6(4) 6-0,Clay,G,French Open,17.04859685,200043,Virginie Razzano,351.0,44.0
3,128,21.26762491,200109,Nathalie Dechy,20.0,1252.0,30,R128,7-5 6-1,Clay,G,French Open,18.6201232,200108,Elena Dementieva,26.0,995.0
3,128,20.57221081,200052,Olga Barabanschikova,84.0,376.0,31,R128,2-6 6-3 6-3,Clay,G,French Open,27.09377139,200094,Barbara Rittner,107.0,280.0
3,128,23.00889802,200045,Tara Snyder,88.0,360.0,32,R128,6-3 6-1,Clay,G,French Open,25.36892539,200096,Mary Pierce,7.0,2542.0
3,128,25.87542779,200047,Pavlina Nola,112.0,271.0,33,R128,6-1 6-1,Clay,G,French Open,28.44626968,200017,Arantxa Sanchez Vicario,9.0,1874.0
3,128,22.17385353,200093,Amelie Cocheteux,83.0,378.0,34,R128,6-7(3) 6-2 6-4,Clay,G,French Open,24.09582478,200099,Sonya Jeyaseelan,86.0,365.0
3,128,21.45379877,200098,Henrieta Nagyova,74.0,461.0,35,R128,6-2 6-4,Clay,G,French Open,21.24572211,200027,Magui Serna,46.0,668.0
3,128,27.04175222,200768,Laurence Andretto,163.0,151.0,36,R128,6-2 6-1,Clay,G,French Open,23.16769336,200062,Kristina Brandi,37.0,814.0
3,128,24.361396300000003,200076,Laurence Courtois,94.0,338.0,37,R128,1-6 7-6(3) 6-4,Clay,G,French Open,22.11088296,200769,Giulia Casoni,101.0,294.0
